,Name,Applicants total,Admissions total,Enrolled total,Percent of freshmen submitting SAT scores,Percent of freshmen submitting ACT scores,SAT Critical Reading 25th percentile score,SAT Critical Reading 75th percentile score,SAT Math 25th percentile score,SAT Math 75th percentile score,SAT Writing 25th percentile score,SAT Writing 75th percentile score,ACT Composite 25th percentile score,ACT Composite 75th percentile score,"Estimated enrollment, total","Estimated enrollment, full time","Estimated enrollment, part time","Estimated undergraduate enrollment, total","Estimated undergraduate enrollment, full time","Estimated undergraduate enrollment, part time","Estimated freshman undergraduate enrollment, total","Estimated freshman enrollment, full time","Estimated freshman enrollment, part time","Estimated graduate enrollment, total","Estimated graduate enrollment, full time","Estimated graduate enrollment, part time",Number of students receiving an Associate's degree,Percent admitted - total,Admissions yield - total,"Tuition and fees, 2010-11","Tuition and fees, 2011-12","Tuition and fees, 2012-13","Tuition and fees, 2013-14",Total price for in-state students living on campus 2013-14,Total price for out-of-state students living on campus 2013-14,State abbreviation,FIPS state code,Geographic region,Sector of institution,Level of institution,Control of institution,Historically Black College or University,Tribal college,Degree of urbanization (Urban-centric locale),Carnegie Classification 2010: Basic,Total  enrollment,Full-time enrollment,Part-time enrollment,Undergraduate enrollment,Graduate enrollment,Full-time undergraduate enrollment,Part-time undergraduate enrollment,Percent of total enrollment that are American Indian or Alaska Native,Percent of total enrollment that are Asian,Percent of total enrollment that are Black or African American,Percent of total enrollment that are Hispanic/Latino,Percent of total enrollment that are Native Hawaiian or Other Pacific Islander,Percent of total enrollment that are White,Percent of total enrollment that are two or more races,Percent of total enrollment that are Race/ethnicity unknown,Percent of total enrollment that are Nonresident Alien,Percent of total enrollment that are Asian/Native Hawaiian/Pacific Islander,Percent of total enrollment that are women,Percent of undergraduate enrollment that are American Indian or Alaska Native,Percent of undergraduate enrollment that are Asian,Percent of undergraduate enrollment that are Black or African American,Percent of undergraduate enrollment that are Hispanic/Latino,Percent of undergraduate enrollment that are Native Hawaiian or Other Pacific Islander,Percent of undergraduate enrollment that are White,Percent of undergraduate enrollment that are two or more races,Percent of undergraduate enrollment that are Race/ethnicity unknown,Percent of undergraduate enrollment that are Nonresident Alien,Percent of undergraduate enrollment that are Asian/Native Hawaiian/Pacific Islander,Percent of undergraduate enrollment that are women,Percent of graduate enrollment that are American Indian or Alaska Native,Percent of graduate enrollment that are Asian,Percent of graduate enrollment that are Black or African American,Percent of graduate enrollment that are Hispanic/Latino,Percent of graduate enrollment that are Native Hawaiian or Other Pacific Islander,Percent of graduate enrollment that are White,Percent of graduate enrollment that are two or more races,Percent of graduate enrollment that are Race/ethnicity unknown,Percent of graduate enrollment that are Nonresident Alien,Percent of graduate enrollment that are Asian/Native Hawaiian/Pacific Islander,Percent of graduate enrollment that are women,Number of first-time undergraduates - in-state,Percent of first-time undergraduates - in-state,Number of first-time undergraduates - out-of-state,Percent of first-time undergraduates - out-of-state,Number of first-time undergraduates - foreign countries,Percent of first-time undergraduates - foreign countries,Number of first-time undergraduates - residence unknown,Percent of first-time undergraduates - residence unknown,"Graduation rate - Bachelor degree within 4 years, total","Graduation rate - Bachelor degree within 5 years, total","Graduation rate - Bachelor degree within 6 years, total",Percent of freshmen receiving any financial aid,"Percent of freshmen receiving federal, state, local or institutional grant aid",Percent of freshmen  receiving federal grant aid,Percent of freshmen receiving Pell grants,Percent of freshmen receiving other federal grant aid,Percent of freshmen receiving state/local grant aid,Percent of freshmen receiving institutional grant aid,Percent of freshmen receiving student loan aid,Percent of freshmen receiving federal student loans,Percent of freshmen receiving other loan aid,Endowment assets (year end) per FTE enrollment (GASB),Endowment assets (year end) per FTE enrollment (FASB)
247,Georgia Southwestern State University,1245.0,847.0,376.0,68.0,31.0,440.0,520.0,420.0,520.0,,,18.0,22.0,2806.0,1946.0,860.0,2667.0,1870.0,797.0,376.0,351.0,25.0,139.0,76.0,63.0,0.0,68.0,44.0,4454.0,4786.0,4914.0,5035.0,19063.0,28825.0,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Public, 4-year or above",Four or more years,Public,No,No,Town: Distant,Master's Colleges and Universities (smaller programs),2806.0,1946.0,860.0,2667.0,139.0,1870.0,797.0,0.0,1.0,29.0,3.0,0.0,61.0,1.0,0.0,3.0,2.0,64.0,0.0,1.0,29.0,3.0,0.0,62.0,1.0,0.0,2.0,1.0,64.0,0.0,4.0,18.0,1.0,0.0,59.0,1.0,0.0,17.0,4.0,71.0,341.0,91.0,7.0,2.0,28.0,7.0,0.0,0.0,15.0,30.0,36.0,91.0,82.0,50.0,50.0,18.0,60.0,27.0,60.0,59.0,4.0,4532.0,
248,Georgia College and State University,4051.0,2754.0,1392.0,65.0,59.0,530.0,610.0,520.0,620.0,510.0,600.0,22.0,26.0,6577.0,5596.0,981.0,5749.0,5263.0,486.0,1392.0,1391.0,1.0,828.0,333.0,495.0,0.0,68.0,51.0,7852.0,8344.0,8618.0,8790.0,23752.0,41652.0,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Public, 4-year or above",Four or more years,Public,No,No,Town: Distant,Master's Colleges and Universities (larger programs),6551.0,5600.0,951.0,5729.0,822.0,5264.0,465.0,0.0,1.0,7.0,5.0,0.0,82.0,2.0,0.0,2.0,1.0,61.0,0.0,1.0,5.0,5.0,0.0,85.0,2.0,0.0,1.0,1.0,60.0,0.0,1.0,23.0,2.0,0.0,67.0,1.0,0.0,4.0,1.0,66.0,1382.0,99.0,4.0,0.0,9.0,1.0,0.0,0.0,39.0,58.0,61.0,95.0,91.0,19.0,19.0,1.0,88.0,6.0,45.0,44.0,4.0,5101.0,
249,Georgia Southern University,10525.0,5473.0,3604.0,75.0,52.0,520.0,590.0,510.0,600.0,490.0,570.0,21.0,25.0,20502.0,16768.0,3734.0,17891.0,15763.0,2128.0,3583.0,3546.0,37.0,2611.0,1005.0,1606.0,0.0,52.0,66.0,5340.0,5659.0,5754.0,6071.0,22269.0,32335.0,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Public, 4-year or above",Four or more years,Public,No,No,Town: Remote,Doctoral/Research Universities,20517.0,16767.0,3750.0,17904.0,2613.0,15762.0,2142.0,0.0,1.0,26.0,4.0,0.0,63.0,2.0,2.0,2.0,1.0,52.0,0.0,1.0,26.0,4.0,0.0,63.0,2.0,2.0,1.0,1.0,50.0,0.0,1.0,23.0,3.0,0.0,65.0,2.0,2.0,4.0,1.0,65.0,3404.0,95.0,134.0,4.0,42.0,1.0,3.0,0.0,26.0,45.0,50.0,89.0,77.0,36.0,36.0,9.0,61.0,8.0,63.0,63.0,7.0,2244.0,
250,Georgia State University,13890.0,7592.0,3460.0,86.0,45.0,480.0,580.0,480.0,590.0,,,20.0,25.0,32168.0,23696.0,8472.0,24865.0,18429.0,6436.0,3460.0,3379.0,81.0,7303.0,5267.0,2036.0,0.0,55.0,46.0,8698.0,9410.0,8157.0,8368.0,24448.0,39016.0,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Public, 4-year or above",Four or more years,Public,No,No,City: Large,Research Universities (very high research activity),32165.0,23677.0,8488.0,24868.0,7297.0,18410.0,6458.0,0.0,10.0,35.0,8.0,0.0,36.0,4.0,3.0,4.0,10.0,58.0,0.0,11.0,40.0,9.0,0.0,32.0,4.0,2.0,2.0,11.0,58.0,0.0,6.0,21.0,4.0,0.0,50.0,2.0,3.0,13.0,6.0,59.0,3283.0,95.0,135.0,4.0,50.0,1.0,1.0,0.0,21.0,44.0,53.0,91.0,84.0,56.0,56.0,10.0,69.0,3.0,57.0,57.0,3.0,5272.0,
251,University of Georgia,18458.0,10352.0,4936.0,86.0,60.0,560.0,660.0,580.0,670.0,570.0,670.0,26.0,30.0,34536.0,31364.0,3172.0,26278.0,24746.0,1532.0,5238.0,5220.0,18.0,8258.0,6618.0,1640.0,0.0,56.0,48.0,8736.0,9472.0,9842.0,10262.0,22064.0,40274.0,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Public, 4-year or above",Four or more years,Public,No,No,City: Midsize,Research Universities (very high research activity),34536.0,31364.0,3172.0,26278.0,8258.0,24746.0,1532.0,0.0,8.0,8.0,5.0,0.0,70.0,3.0,2.0,5.0,8.0,57.0,0.0,9.0,7.0,5.0,0.0,73.0,3.0,1.0,1.0,9.0,57.0,0.0,5.0,9.0,3.0,0.0,62.0,2.0,4.0,15.0,5.0,58.0,4594.0,88.0,543.0,10.0,98.0,2.0,2.0,0.0,57.0,80.0,82.0,94.0,92.0,21.0,21.0,2.0,86.0,18.0,40.0,40.0,3.0,2069.0,
252,Kennesaw State University,9471.0,5355.0,3194.0,67.0,45.0,500.0,590.0,490.0,580.0,470.0,570.0,21.0,24.0,24629.0,17689.0,6940.0,22667.0,16871.0,5796.0,3433.0,3344.0,89.0,1962.0,818.0,1144.0,0.0,57.0,60.0,5042.0,5340.0,5522.0,5818.0,24659.0,34739.0,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Public, 4-year or above",Four or more years,Public,No,No,Suburb: Large,Master's Colleges and Universities (larger programs),24629.0,17690.0,6939.0,22621.0,2008.0,16869.0,5752.0,0.0,3.0,18.0,7.0,0.0,63.0,4.0,3.0,2.0,3.0,59.0,0.0,3.0,18.0,7.0,0.0,63.0,4.0,3.0,2.0,3.0,58.0,0.0,2.0,19.0,4.0,0.0,63.0,1.0,6.0,3.0,2.0,62.0,2851.0,88.0,254.0,8.0,124.0,4.0,0.0,0.0,15.0,35.0,43.0,90.0,81.0,36.0,36.0,2.0,68.0,4.0,51.0,51.0,3.0,1180.0,
253,LaGrange College,1648.0,962.0,271.0,65.0,56.0,460.0,550.0,450.0,540.0,,,19.0,23.0,940.0,858.0,82.0,856.0,786.0,70.0,271.0,267.0,4.0,84.0,72.0,12.0,0.0,58.0,28.0,22208.0,23272.0,24462.0,25690.0,40288.0,40288.0,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,Town: Distant,Baccalaureate Colleges--Diverse Fields,940.0,858.0,82.0,856.0,84.0,786.0,70.0,1.0,1.0,22.0,2.0,0.0,71.0,2.0,1.0,1.0,1.0,56.0,1.0,1.0,23.0,2.0,0.0,70.0,2.0,0.0,1.0,1.0,54.0,0.0,0.0,12.0,1.0,0.0,80.0,0.0,6.0,1.0,0.0,80.0,192.0,71.0,77.0,28.0,2.0,1.0,0.0,0.0,31.0,37.0,38.0,99.0,99.0,46.0,46.0,15.0,77.0,99.0,79.0,79.0,13.0,,55914.0
254,Life University,809.0,603.0,212.0,,,,,,,,,,,2676.0,2211.0,465.0,826.0,586.0,240.0,50.0,50.0,,1850.0,1625.0,225.0,5.0,75.0,35.0,8580.0,8815.0,9057.0,7947.0,28077.0,28077.0,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Small,Baccalaureate Colleges--Arts & Sciences,2730.0,2342.0,388.0,765.0,1965.0,556.0,209.0,1.0,3.0,19.0,9.0,0.0,50.0,0.0,14.0,3.0,3.0,47.0,1.0,2.0,25.0,8.0,0.0,33.0,0.0,27.0,4.0,2.0,49.0,1.0,3.0,17.0,10.0,0.0,57.0,0.0,9.0,3.0,3.0,46.0,,,,,,,,,22.0,22.0,22.0,92.0,79.0,63.0,63.0,58.0,26.0,29.0,74.0,74.0,0.0,,
255,Mercer University,3864.0,2666.0,728.0,61.0,38.0,540.0,630.0,540.0,640.0,,,23.0,28.0,8305.0,6488.0,1817.0,4381.0,3655.0,726.0,728.0,727.0,1.0,3924.0,2833.0,1091.0,0.0,69.0,27.0,30560.0,31548.0,32466.0,33120.0,48212.0,48212.0,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Small,Master's Colleges and Universities (larger programs),8351.0,6435.0,1916.0,4419.0,3932.0,3659.0,760.0,0.0,6.0,31.0,3.0,0.0,48.0,2.0,5.0,4.0,6.0,64.0,0.0,5.0,33.0,4.0,0.0,47.0,2.0,5.0,4.0,5.0,63.0,0.0,7.0,28.0,3.0,0.0,50.0,1.0,6.0,3.0,7.0,64.0,,,,,,,,,44.0,58.0,59.0,100.0,99.0,33.0,33.0,9.0,79.0,99.0,61.0,61.0,8.0,,24270.0
256,Morehouse College,2690.0,1798.0,488.0,67.0,52.0,450.0,550.0,450.0,560.0,430.0,550.0,18.0,23.0,2185.0,2014.0,171.0,2185.0,2014.0,171.0,488.0,486.0,2.0,,,,0.0,67.0,27.0,22444.0,23792.0,24744.0,25468.0,47345.0,47345.0,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Yes,No,City: Large,Baccalaureate Colleges--Arts & Sciences,2170.0,2006.0,164.0,2170.0,0.0,2006.0,164.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,39.0,51.0,54.0,94.0,84.0,52.0,51.0,22.0,29.0,65.0,75.0,75.0,6.0,,52890.0
257,University of North Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Public, 4-year or above",Four or more years,Public,No,No,Town: Fringe,Master's Colleges and Universities (larger programs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Oglethorpe University,4403.0,2455.0,282.0,76.0,52.0,520.0,630.0,510.0,610.0,490.0,610.0,22.0,27.0,1082.0,996.0,86.0,1073.0,992.0,81.0,282.0,281.0,1.0,9.0,4.0,5.0,0.0,56.0,11.0,27950.0,29150.0,30150.0,31280.0,46430.0,46430.0,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,Suburb: Large,Baccalaureate Colleges--Arts & Sciences,1100.0,996.0,104.0,1091.0,9.0,992.0,99.0,0.0,4.0,17.0,10.0,0.0,34.0,2.0,28.0,5.0,4.0,58.0,0.0,4.0,18.0,10.0,0.0,34.0,2.0,28.0,5.0,4.0,57.0,0.0,0.0,11.0,11.0,0.0,44.0,0.0,22.0,11.0,0.0,100.0,,,,,,,,,55.0,61.0,62.0,97.0,97.0,38.0,38.0,6.0,52.0,97.0,81.0,81.0,8.0,,18477.0
259,Paine College,2771.0,1213.0,268.0,52.0,56.0,340.0,430.0,340.0,440.0,330.0,410.0,14.0,18.0,924.0,838.0,86.0,924.0,838.0,86.0,268.0,252.0,16.0,0.0,0.0,0.0,0.0,44.0,22.0,11794.0,12502.0,12502.0,13332.0,23850.0,23850.0,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Yes,No,City: Midsize,Baccalaureate Colleges--Diverse Fields,924.0,838.0,86.0,924.0,0.0,838.0,86.0,0.0,0.0,91.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,49.0,0.0,0.0,91.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,49.0,,,,,,,,,,,,176.0,66.0,89.0,33.0,3.0,1.0,0.0,0.0,4.0,16.0,21.0,99.0,97.0,84.0,84.0,37.0,64.0,41.0,90.0,90.0,1.0,,
260,Piedmont College,850.0,520.0,255.0,77.0,45.0,450.0,560.0,440.0,540.0,,,19.0,24.0,2368.0,1501.0,867.0,1281.0,1131.0,150.0,255.0,253.0,2.0,1087.0,370.0,717.0,0.0,61.0,49.0,18000.0,19000.0,19930.0,20730.0,34090.0,34090.0,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,Town: Distant,Master's Colleges and Universities (larger programs),2368.0,1501.0,867.0,1281.0,1087.0,1131.0,150.0,0.0,1.0,10.0,3.0,0.0,78.0,2.0,5.0,0.0,2.0,72.0,1.0,1.0,10.0,4.0,0.0,77.0,2.0,5.0,0.0,1.0,67.0,0.0,2.0,11.0,2.0,0.0,80.0,1.0,4.0,0.0,2.0,78.0,,,,,,,,,40.0,46.0,46.0,99.0,99.0,43.0,43.0,5.0,82.0,98.0,65.0,65.0,4.0,,23346.0
261,Reinhardt University,1111.0,571.0,396.0,66.0,34.0,437.0,590.0,415.0,586.0,,,18.0,25.0,1400.0,1311.0,89.0,1301.0,1223.0,78.0,396.0,376.0,20.0,99.0,88.0,11.0,6.0,51.0,69.0,17166.0,17670.0,18070.0,18670.0,32794.0,32794.0,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,Rural: Fringe,Baccalaureate Colleges--Diverse Fields,1309.0,1225.0,84.0,1217.0,92.0,1141.0,76.0,0.0,1.0,16.0,5.0,0.0,69.0,0.0,8.0,0.0,1.0,51.0,0.0,1.0,17.0,5.0,0.0,68.0,0.0,8.0,0.0,1.0,50.0,0.0,1.0,14.0,2.0,0.0,82.0,0.0,1.0,0.0,1.0,60.0,,,,,,,,,21.0,27.0,28.0,92.0,89.0,43.0,43.0,10.0,89.0,89.0,59.0,59.0,9.0,,31428.0
262,Savannah State University,2922.0,2425.0,1301.0,70.0,57.0,390.0,460.0,380.0,460.0,370.0,450.0,16.0,19.0,4772.0,4221.0,551.0,4602.0,4098.0,504.0,1266.0,1236.0,30.0,170.0,123.0,47.0,0.0,83.0,54.0,5624.0,6032.0,5290.0,5415.0,16174.0,25935.0,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Public, 4-year or above",Four or more years,Public,Yes,No,City: Midsize,Baccalaureate Colleges--Arts & Sciences,4772.0,4221.0,551.0,4602.0,170.0,4098.0,504.0,0.0,0.0,87.0,2.0,0.0,6.0,3.0,1.0,1.0,0.0,56.0,0.0,0.0,87.0,2.0,0.0,5.0,3.0,1.0,1.0,0.0,55.0,1.0,1.0,62.0,3.0,0.0,19.0,1.0,6.0,6.0,1.0,74.0,1206.0,93.0,76.0,6.0,17.0,1.0,0.0,0.0,8.0,23.0,29.0,99.0,88.0,82.0,80.0,12.0,23.0,10.0,92.0,92.0,3.0,1037.0,
263,Shorter University,1597.0,1087.0,309.0,67.0,61.0,410.0,530.0,410.0,530.0,410.0,500.0,18.0,23.0,1605.0,1426.0,179.0,1520.0,1382.0,138.0,309.0,307.0,2.0,85.0,44.0,41.0,24.0,68.0,28.0,17070.0,17870.0,18770.0,19670.0,33230.0,33230.0,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Small,Baccalaureate Colleges--Arts & Sciences,1629.0,1428.0,201.0,1544.0,85.0,1384.0,160.0,0.0,1.0,16.0,4.0,0.0,51.0,2.0,24.0,3.0,1.0,59.0,0.0,1.0,17.0,4.0,0.0,53.0,2.0,21.0,3.0,1.0,57.0,0.0,1.0,6.0,1.0,0.0,18.0,0.0,74.0,0.0,1.0,78.0,,,,,,,,,33.0,46.0,46.0,99.0,98.0,45.0,45.0,8.0,80.0,96.0,66.0,66.0,4.0,,8711.0
264,Spelman College,6081.0,2312.0,523.0,74.0,55.0,470.0,570.0,460.0,540.0,,,20.0,24.0,2129.0,2061.0,68.0,2129.0,2061.0,68.0,559.0,557.0,2.0,,,,0.0,38.0,23.0,22010.0,23254.0,23794.0,24634.0,42879.0,42879.0,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Yes,No,City: Large,Baccalaureate Colleges--Arts & Sciences,2129.0,2061.0,68.0,2129.0,0.0,2061.0,68.0,0.0,0.0,85.0,0.0,0.0,0.0,3.0,11.0,1.0,0.0,100.0,0.0,0.0,85.0,0.0,0.0,0.0,3.0,11.0,1.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,60.0,66.0,68.0,90.0,70.0,47.0,46.0,12.0,24.0,48.0,70.0,68.0,11.0,,137294.0
265,Southern Polytechnic State University,1689.0,1317.0,797.0,80.0,46.0,500.0,600.0,530.0,630.0,,,22.0,26.0,6550.0,4361.0,2189.0,5729.0,4142.0,1587.0,759.0,723.0,36.0,821.0,219.0,602.0,2.0,78.0,61.0,5180.0,5500.0,5627.0,5732.0,18862.0,29890.0,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Public, 4-year or above",Four or more years,Public,No,No,City: Small,Master's Colleges and Universities (medium programs),6549.0,4362.0,2187.0,5732.0,817.0,4142.0,1590.0,0.0,7.0,23.0,8.0,0.0,52.0,3.0,2.0,5.0,7.0,21.0,0.0,7.0,21.0,8.0,0.0,54.0,4.0,2.0,4.0,7.0,19.0,0.0,8.0,33.0,4.0,0.0,36.0,1.0,7.0,9.0,8.0,39.0,783.0,97.0,9.0,1.0,13.0,2.0,0.0,0.0,10.0,29.0,38.0,91.0,83.0,39.0,39.0,1.0,70.0,1.0,57.0,57.0,3.0,1213.0,
266,Thomas University,153.0,105.0,66.0,,,,,,,,,,,1090.0,587.0,503.0,896.0,509.0,387.0,79.0,70.0,9.0,194.0,78.0,116.0,45.0,69.0,63.0,12510.0,13320.0,14080.0,14740.0,24860.0,24860.0,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,Town: Distant,Baccalaureate Colleges--Diverse Fields,1090.0,588.0,502.0,886.0,204.0,506.0,380.0,0.0,1.0,27.0,4.0,0.0,46.0,0.0,17.0,4.0,2.0,58.0,0.0,1.0,25.0,4.0,0.0,52.0,0.0,12.0,4.0,2.0,54.0,0.0,0.0,36.0,1.0,0.0,21.0,0.0,36.0,5.0,1.0,76.0,,,,,,,,,14.0,19.0,27.0,56.0,56.0,56.0,56.0,14.0,56.0,34.0,52.0,52.0,4.0,,4792.0
267,Toccoa Falls College,1253.0,619.0,178.0,66.0,39.0,450.0,590.0,450.0,570.0,,,17.0,23.0,868.0,782.0,86.0,868.0,782.0,86.0,174.0,171.0,3.0,0.0,0.0,0.0,8.0,49.0,29.0,15885.0,16910.0,18210.0,19000.0,31792.0,31792.0,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,Rural: Fringe,Baccalaureate Colleges--Diverse Fields,870.0,777.0,93.0,870.0,0.0,777.0,93.0,1.0,8.0,6.0,2.0,0.0,81.0,0.0,0.0,1.0,8.0,53.0,1.0,8.0,6.0,2.0,0.0,81.0,0.0,0.0,1.0,8.0,53.0,,,,,,,,,,,,,,,,,,,,35.0,43.0,46.0,100.0,100.0,61.0,61.0,2.0,63.0,98.0,75.0,75.0,10.0,,2811.0
268,Truett-McConnell College,470.0,379.0,204.0,81.0,51.0,430.0,530.0,410.0,520.0,400.0,520.0,17.0,22.0,1584.0,702.0,882.0,1584.0,702.0,882.0,204.0,203.0,1.0,,,,3.0,81.0,54.0,14540.0,15010.0,15650.0,16610.0,28410.0,28410.0,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,Rural: Fringe,Baccalaureate/Associate's Colleges,1606.0,691.0,915.0,1606.0,0.0,691.0,915.0,0.0,1.0,6.0,3.0,0.0,71.0,0.0,15.0,2.0,1.0,57.0,0.0,1.0,6.0,3.0,0.0,71.0,0.0,15.0,2.0,1.0,57.0,,,,,,,,,,,,,,,,,,,,10.0,14.0,16.0,100.0,100.0,47.0,45.0,2.0,89.0,99.0,68.0,67.0,13.0,,3613.0
269,Valdosta State University,5701.0,3148.0,1734.0,68.0,30.0,480.0,570.0,470.0,550.0,450.0,540.0,20.0,24.0,11884.0,9112.0,2772.0,9717.0,8399.0,1318.0,1723.0,1693.0,30.0,2167.0,713.0,1454.0,55.0,55.0,55.0,5406.0,5697.0,5792.0,5889.0,20746.0,31671.0,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Public, 4-year or above",Four or more years,Public,No,No,City: Small,Master's Colleges and Universities (larger programs),11885.0,8964.0,2921.0,9718.0,2167.0,8277.0,1441.0,0.0,1.0,33.0,4.0,0.0,56.0,3.0,0.0,2.0,1.0,61.0,0.0,1.0,36.0,4.0,0.0,53.0,3.0,0.0,2.0,1.0,59.0,0.0,1.0,22.0,2.0,0.0,70.0,3.0,0.0,2.0,1.0,70.0,1651.0,96.0,48.0,3.0,22.0,1.0,1.0,0.0,16.0,34.0,40.0,92.0,80.0,47.0,47.0,7.0,58.0,4.0,67.0,67.0,6.0,2747.0,
270,Wesleyan College,779.0,338.0,117.0,81.0,35.0,450.0,570.0,430.0,560.0,420.0,540.0,17.0,22.0,697.0,518.0,179.0,648.0,469.0,179.0,117.0,117.0,0.0,49.0,49.0,0.0,0.0,43.0,35.0,18000.0,18500.0,19000.0,19775.0,32375.0,32375.0,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Small,Baccalaureate Colleges--Arts & Sciences,700.0,517.0,183.0,651.0,49.0,468.0,183.0,0.0,1.0,33.0,4.0,0.0,38.0,3.0,2.0,19.0,1.0,95.0,0.0,1.0,29.0,4.0,0.0,40.0,3.0,2.0,21.0,1.0,96.0,0.0,0.0,80.0,4.0,0.0,14.0,0.0,2.0,0.0,0.0,88.0,,,,,,,,,58.0,64.0,64.0,100.0,100.0,52.0,49.0,30.0,63.0,100.0,58.0,57.0,8.0,,101523.0
271,University of West Georgia,7266.0,3913.0,2214.0,76.0,52.0,440.0,520.0,430.0,510.0,420.0,510.0,18.0,22.0,11952.0,9082.0,2870.0,9976.0,8382.0,1594.0,2214.0,2176.0,38.0,1976.0,700.0,1276.0,0.0,54.0,57.0,5282.0,5645.0,5740.0,5837.0,21299.0,31365.0,Georgia,Georgia,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Public, 4-year or above",Four or more years,Public,No,No,Town: Fringe,Master's Colleges and Universities (larger programs),11929.0,9067.0,2862.0,9959.0,1970.0,8369.0,1590.0,0.0,1.0,33.0,4.0,0.0,56.0,3.0,1.0,1.0,1.0,64.0,0.0,1.0,34.0,4.0,0.0,55.0,3.0,1.0,1.0,1.0,63.0,0.0,1.0,28.0,3.0,0.0,62.0,1.0,2.0,2.0,1.0,72.0,,,,,,,,,17.0,36.0,43.0,94.0,81.0,51.0,51.0,6.0,57.0,8.0,69.0,68.0,3.0,2122.0,
